rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,product_title,product_description
3,Average product,"Small travel size of so-so conditioner. Smells great and feels like it rinses out completely but as for conditioning? It just sort of works. So, nothing too special but it doesn’t suck.",B07JC3GQQM,B07JC3GQQM,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.61E+12,1,FALSE,"ikoo Don't Apologize Volumizing Conditioner for Fine, Thin or Flat Hair, Adds Volume, Body & Thickens, Cruelty Free, Vegan, Paraben Free, Silicone Free, Travel Size - 3.4 Fl Oz","[""Effortless hair starts in your shower. Our Care Line is designed to enhance, cleanse, and maintain your hair's health and preps it for your individual styling routine. All formulas are packed with specific extracts and infusions that will get you the results you were always supposed to be born with. Big is always better, even if you're not in Texas. This formula helps to thicken hair without the need for a gym.""]"
5,Very invigorating!,"Great product. Made in USA and right upon opening, smells fresh and clean. Like lemons and sunshine. The ziplock bag seals so you can store upright maintain freshness.",B08MFT9ZZ9,B08MFT9ZZ9,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.61E+12,0,FALSE,Solpri Shield Lemongrass & Tea Tree Foot Salt Soak for Fungus Athlete's Foot Dry Cracked Feet 1 lb (16 oz),[]
4,Not sure yet.,"I don't know if this is helping my hair regrowth but, I feel like it's helping my spider veins. It's easy to hold even for extended periods of time. It's not a rechargeable product. It must be plugged in while using. It is painless. I don't wear the super dark glasses. I just close my eyes. I use on underarm too. I will keep it up, I'm just sorta lazy.",B08BCK4KPS,B08BCK4KPS,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.60E+12,0,FALSE,"Permanent Hair Removal for Women,Painless Hair Removal device with 500000 flashes ice function,Laser Hair Removal is used for Body Armpits Back Legs Arms Face Bikini Line (Green)",[]
5,This stuff is your friend!,"Wonderful lip balm. Creamy, not waxy and stayed put. Smells luscious and sweet. I feel like this hydrates for at least an hour too. No stinging upon application. The lids audibly ""clicks"" when closed so you know it shut. 45 spf too.",B08G5YVHQP,B08G5YVHQP,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.60E+12,0,FALSE,"Panama Jack Sunscreen Lip Balm - SPF 45, Tropical & Mango 6 Pack Plus, Broad Spectrum UVA-UVB Sunscreen Protection, Prevents & Soothes Dry, Chapped Lips",[]
5,Extremely happy with this,"This serum is so very very good! Smells warm and woodsy in a way, not floral or soapy. Very viscous, medium-heavy. The dropper only dispenses about 4 drops, which is enough for face and neck. I use a roller after applying too, which I highly recommend. I'm happy with the glow and hydration my skin has. The longer I use it, the better my skin looks.",B08DXLRTSB,B08DXLRTSB,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.60E+12,0,FALSE,"Laloirelle Luminous Face Oil - Organic Pomegranate Oil, Cacao Oil Infused W/Brightening White Peony Root, Marigold Flower, Lotus Leaf - Glowing Skin That Feels Hydrated, Plump and Firm - 1.0 fl oz",[]
5,Happy with this,My 14 yo is using this set and she loves it. The mascara is a deep black and it doesn't flake off. She also has had no problems removing this product with just a wet makeup wipe.  The curler has rubber grips at the end so it is easy for her to hold and use. Very happy with this.,B08C24Q6LB,B08C24Q6LB,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.60E+12,0,FALSE,"JDO Eyelash Curler and 4D Silk Fiber Lash Mascara Value Set-Lash Curler with Refill Pads for No Pinching or Pulling, Mascara Natural Thickening- Long Lasting Waterproof & Smudge-Proof",[]
5,Very happy with results,"This masks works great! My hair is blonde and fine and tends to go brassy if not processed correctly. Using this mask is an easy way to freshen and brighten. Not too thick, almost whipped in texture. Totally moisturizes and rinses out without heavy residue.",B089RLLT5C,B089RLLT5C,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.60E+12,34,FALSE,Purple Hair Mask for Blonde with Keratin & Jojoba Oil - Platinum & Silver Hair - Instantly Eliminate Brassiness & Yellows - Made in USA - Hair Toner - Bleached & Highlighted Hair - Sulfate Free - 8 oz,[]
5,Very nice brush,"Very decent bamboo toothbrush. Generally the bristles are too soft for me. This one is medium-soft. So at least it feels like my mouth is clean after brushing. Lightweight, no guilt. Even the packaging is made from recycled material. Great to have multi pack!",B07DKRK8ZW,B07DKRK8ZW,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.59E+12,0,FALSE,"CESTLV Bamboo Charcoal Toothbrush + Toothpaste Kit (10 Pack Bulk), Hotel Amenities for Guest & Travel, BPA Free, Individually Boxed Dental Kits, Recyclable",[]
5,THE BEST BRONZER I'VE EVER USED,"This is such a high end product. The weighted compact feels sleek and heavy in your hand. The slide/pivot opening is clever and works smooth. The color saturation is rich and deep and looks flawless on many skin tones. Not too much shimmer, so it actually looks like you've been sun kissed after application. Buildable color if you want a more intense look. You can use both colors together, which is what I do. I am medium complexion, blonde, 48 years old. This product doesn't increase pores size, nor does it settle into any wrinkles. In my opinion, deserving of more than 5 stars.",B01EK2F1PC,B01EK2F1PC,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.59E+12,0,FALSE,lilah b. - Bronzed Beauty Bronzer Duo - b. sunkissed - Multipurpose Bronzer Duo to Highlight + Contour and Blend,[]
5,Top quality cleanser,"I love oil based cleansers and don't use anything else. But they are not for everyone. My 20 year old daughter doesn't like this product, while I think it's one of the best I've used. The smell is subtle and I love the suppleness of my skin after cleaning!",B07RZZKXZZ,B07RZZKXZZ,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.59E+12,0,FALSE,"I WOKE UP LIKE THIS Turn-over Rice Perfect Oil Foam Cleanser – A Hypoallergenic Cleansing oil, Foaming Face Wash with Rice Bran Extract. Makeup Removal, Deep Facial Cleansing for Sensitive Skin",[]
3,Not my favorite blonde,"Of all the extensions I've ordered, this is my least favorite. The blonde has so much brass in it! It's almost red in color. (I put a few pictures with my review. The lighter blonde is the color that I expect when I order blonde.) There are also more dark black strands coursing thru these pieces than any other brand I've used. Maybe it's just this particular color?  Comes with clips, which is nice. And hair is soft.",B07SQ1LK53,B07SQ1LK53,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.58E+12,0,FALSE,"Lovrio 20"" 20 Pcs 50g Glue Hair Extensions Piano Color Dirty Blonde mixed with Light Golden Blonde P18-22 Seamless in Human Hair Hair Extensions With Adhensive Tape",[]
3,Not sure if this works.,"I only received 1 tube of eyelash serum. I apply it right at my lash line, as directed, on a clean face. Have not seen any notable  difference. Does not sting or irritate my eyes.",B0749FXL1T,B0749FXL1T,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.58E+12,0,FALSE,"Organic Labs - Eyelash & Eyebrow Growth Serum - Enhancer Treatment to Grow Natural, Lush, Lavish Eyelashes & Eyebrows - Best Rapid Brow & Lash Boost for Longer, Fuller Lashes and Thicker Brows",[]
5,Awesome product,"This stuff is wonderful. It's been a game changer for my hands this winter. There is very little scent. Which suprised me because it's filled with so many natural extracts like apple, lemon, carrot, aloe, grapefruit.  The directions suggest to put on before bed and slip cotton gloves on. I'm not planning on doing that because I'm not 80, but am still very impressed at how long my hands feel protected and moisturized.",B07J2QZBTP,B07J2QZBTP,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.58E+12,0,FALSE,"C.O. Bigelow No. 007 Dr Hiosous Quince Hand Lotion, 4 Ounces",[]
3,Smells great! Works ok.,"There's not a lot of salt in here to make it exfoliate very well. That said, it moisturizes and hydrates beautifully. Everything dissolves and washes off completely and it smells so light and fresh!",B076DBLG1K,B076DBLG1K,AGD25H7BIT2JUXSIOPYCYB23J3ZQ,1.57E+12,0,FALSE,"Natural Solution Himalayan Pink Salt Body Scrub with Organic Marula Essential Oil, Moisturizes and Nourishes Face & Skin - 12.3 Oz","['Natural Solution Organic Marula Oil Body Scrub Exfoliate and nourish your skin with this luxurious Natural Solution body scrub made with organic marula oil. Marula oil is a natural oil & is known for its ability to moisturize and protect the skin, as well as to reduce the appearance of wrinkles and fine lines. This body scrub is also made with Himalayan pink salt, which is a natural exfoliator that helps to remove dead skin cells and leave your skin feeling smooth and soft. The scrub is gentle enough for daily use, and it is perfect for all skin types. Usage: Apply a generous amount of scrub to wet skin. Massage in circular motions for 2-3 minutes. Rinse with water. Use 2 times per week for best results. Caution: Avoid contact with eyes. If contact occurs, rinse immediately with water. Keep out of reach of children. Store in a cool, dry place. Benefits: 1- Exfoliates and removes dead skin cells 2- Moisturizes and nourishes the skin 3- Protects the skin from free radicals 4- Leaves skin feeling smooth and soft 5-Suitable for all skin types']"
5,Great for hair cutting,Great for trimming our puppies fur.,B08977LTB1,B08977LTB1,AFJQB3AGZHG4UJT452DN4NFODKPQ,1.59E+12,0,TRUE,"Hair Cutting Scissors,Professional 7 inch Hairdressing Barber Scissors Hair Cutting Salon Shears for Men and Women,100% Stainless Steel Rust Resistant Hair Scissors,scissors for hair",[]
4,Excatly as described but...,"There are no instructions on how to care for the hair extensions nor are there instructions on how to securely put on the halo filament wire (actually a strong, clear plastic line that has 5 adjustable positions AND you get extra wire and snap-in-place comb fasteners).<br /><br />I had to search YouTube for directions on how to place it securely. I'm still working on getting it the correct size for my head size. I have very thin hair which might be the problem.<br /><br />There are tons of videos about different hairstyles with halo hair extensions. Plus lots of different updos because YES you can have an updo -- buns, pony tails, braiding etc, -- with these extensions.<br /><br />Much easier to brush/comb you hair with the halo than with taped extensions. It is NOT itchy like most wigs I've invested in.<br /><br />I highly recommend this product!",B0952LTVVB,B0952LTVVB,AENE4O4RTVRK6N2VUTSUGTPKS46A,1.62E+12,1,FALSE,Oreola Wire Hair Extensions 20 Inch 120 Gram Invisible Fish Line Hair Extensions Straight Ombre Natural Black Mixed Medium Brown Color #RP1B-6/1B,[]
5,A little bit goes a long way!,"I love this stuff, especially for the price. I was looking for a benetint dupe. This has 3x the color payoff for a fraction of the price. I haven’t noticed much plumping action, but the color is so pretty that it doesn’t matter much to me. It smells great and I think it would look good on most skin types so long as you are comfortable with bright reds. My only complaint is that it doesn’t fade evenly but I mean, what lip product does?",B082WXHH4D,B082WXHH4D,AGF6JAXKV7UV6MREBJ5FGHLAQ65Q,1.60E+12,2,TRUE,MQNY Jelly Plumpling Water Tint #02 Dahong Red 0.33 Ounce,[]
5,Stress Killer!!,"I learned awhile back that Lemon Balm is excellent for stress, which I have plenty of due to health issues. I make two quarts every night for the next day and it really helps me be calm and not worry. Highly recommend!",B07N8JMJGY,B07N8JMJGY,AHZZJQYNVZUJNPNQ737ITGEQUB4A,1.66E+12,1,TRUE,EarthWise Aromatics Lemon Balm - 100% Natural - 1 lb (16oz),['16 oz of Lemon Balm Herb']
5,Perfect costume/cosplay wig,"We got the burgundy colored one for my wife to complete a costume we were putting together. It's an excellent color, a deep red but not too red that it screams cheap artificial. No, it won't pass as real hair, at this price point I wasn't expecting it to. But I must admit that I'm impressed at the quality for the price. My wife was able to wear it all day and didn't find it uncomfortable at all, and we both loved how she looks in it. Very pleased!",B08P6ZVFDW,B08P6ZVFDW,AGDSEYGSA5K664EUHWKV3ARDXO2Q,1.61E+12,0,FALSE,"M-BOX Hair 12 Inch Wavy Bob Wig with Bangs Short Curly Bob Wigs Shoulder Length Synthetic Wigs for Women Burgundy Fluffy Pastel Colored Wigs for Girls (12"",#bug)",[]
3,Still had the smell,"It's nice looking, easy to use but I could still smell garlic and onion a but. It did lessen the smell it seemed.",B07XN46M34,B07XN46M34,AGXHD5W7H56U5PYVKV677VFNYQRA,1.64E+12,0,TRUE,2 Packs Stainless Steel Soap Hand Odor Remover Bar Eliminating Smells Like Onion Garlic Scents from Hands and Skin Kitchen Gadgets,"['To remove those unwanted scents from your hands, just simply use this like a bar of soap and run cold water over it while rubbing it on your hands. Basement odor remover.  Simply use this like a bar of soap, rub it on your hands, soak your hands in the water.  Great for use after working with onions, fish, or garlic.']"
5,Perfect,This skin is so perfect. It is so easy to tattoo on.,B07T8LY2K5,B07T8LY2K5,AHPTMNP3Y4FGG7TX2SO6DQCVNHPQ,1.60E+12,1,TRUE,"Tattoo Practice Skin Silicone Pads, SOTICA 5Pcs 3MM Thick 7.87"" x 7.87"" Blank Tattoo Skin Practice with Elastric Strap Tattoo Art Training Tattooing and Microblading Fake Eyebrows latex Practice Skins",[]
5,Bonitas pero pequeñas,Muy lindas pero un poco pequeñas,B08QZ6H2G4,B08QZ6H2G4,AEKB7DPBZAAB4GZFCWO24MFAVUZA,1.61E+12,0,TRUE,6 Pack Wide Headbands Plain Turban Headband with Faux Pearl Elastic Hair Hoops for Women Velvet Head Wrap No Slip Fashion Hair Accessories for Thanksgiving Day Birthday Party Gifts,[]
4,Makes your lashes really long when it works.,I’ve been using this brand of mascara for several months without a problem. I received this tube and on the 3rd time using it the stopper at the mouth of the tube that scrapes off some of the mascara fell into the tube. You can’t get it out. So now when you take the brush out of the tube there’s gobs of mascara on the brush. You have to wipe it off of the brush with a tissue or it can’t be applied.  Now I’m wiping it off the brush and throwing it out. What a waste!,B07M5HB65T,B07M5HB65T,AFULZJNHK6KFYTA5PJPBNSRIR4HA,1.59E+12,1,TRUE,"Lash Ease One Step Fiber Building Mascara- Black, Buildable Volume, Lengthens Natural Eyelashes, Lightweight, All Day Wear, 0.38oz",[]
5,Really cute headbands!,Really cute headbands. Makes hair look really cute on a bad hair day.,B07V44KKPJ,B07V44KKPJ,AFULZJNHK6KFYTA5PJPBNSRIR4HA,1.58E+12,0,TRUE,SIQUK 9 Pieces Bow Knot Headband Wide Headbands with Bow Knotted Headband for Women and Girls,[]
5,Easy to use with fast results,I have naturally curly hair and don't like to straighten my hair very often since it is so time consuming.  This brush only takes a few minutes and then my hair is straight.  My ten year old daughter with curly hair also used it and she finds it very easy to use.  Price was great also.  Hair lazy and frugal mom approved.,B07S5GYK14,B07S5GYK14,AFULZJNHK6KFYTA5PJPBNSRIR4HA,1.57E+12,0,FALSE,"Belifu Ionic Hair Straightener Brush Dual Voltage with Silicone Mat Pouch for Safe Storage, Straightening Comb Protect Sensitive Scalp, 30s Fast Ceramic Heating, Auto Off,with Comb Cleaner and Glove",[]
3,Comes off easily,Pretty but doesn't last for more than two days. It starts chipping or peeling off.,B07D9FTBCR,B07D9FTBCR,AFJOSWMUZ5OITR3FQ5H2HUUCK5TQ,1.56E+12,1,TRUE,SKYMORE 4pcs Metallic Nail Polish Set Nail Art Kit Beauty Nail Art Set For Women Lady Girls,[]
5,Smells amazing and hypoallergenic.,"My daughter always wants to wear perfume, but her skin is so sensitive. When I saw this, I had to get it. It is hypoallergenic, so it even works well with sensitive skin. The smell is sweet lavender, and smells amazing! It is perfect to apply after bath time.",B09G3M314N,B09G3KBK7Y,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.65E+12,1,FALSE,"Boiess Colognes Poppy mint For Moms, Babies & Kids | Natural Eau de Cologne | Clean & Fresh Scent | Children Fragrance For Soft & Sensitive Skin | Easy Use, Gentle on Baby | Size: 8.5 FL Oz",[]
5,They are large and strong enough to hold long thick hair.,"These big hair claw clips are amazing! My wife has thick hair and other hair clips are just not large or strong enough to hold all of her hair. These however are large enough and strong enough to hold all of her hair back.<br /><br />You get a nice variety of 12 different colors and they come in a pretty purple box. They work great for clipping back all of the hair, or in small sections as well when straightening.",B0966F9JZ1,B0966F9JZ1,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.63E+12,0,FALSE,"Begins Big Hair Claw Clips Claw Hair Clips for Women Girls, Durable Plastic Metal Spring Non- Stick MaterialFemale hair accessories , Strong Hold Jumbo Hair Jaw Clips,12Colors Available (Pack of 12)",[]
5,"Very moisturizing, but not greasy!","This 4 pack of travel lotions by Spanature is super nice, from the presentation of the product, to the performance of the product. They come packaged soooo nicely in 4 little gift boxes, so they are perfect for gift giving. Also, the tubes are the perfect size to fit in your purse- so they are great for on the go or even traveling!<br /><br />The lotion itself is very moisturizing, and not greasy at all. The green tea scent is not strong at all, which is perfect if you are sensitive to strong scents.",B01MA3LXIL,B01MA3LXIL,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.62E+12,0,FALSE,"Spanature Green Tea Hand & Body Lotion Travel Size Selection, 4 Pack, Revitalizing Moisturizer for Rough and Dry Skin, Nourishing and Gentle for All Skin Types, Made In Korea - 75 ml/2.53oz",[]
5,It’s great for testing new hairstyles!,"This mannequin head is great for the price. It includes the clamp, and the hair is very thick. The hair is not real human hair, it’s synthetic... so it doesn’t curl very good like real human hair.<br /><br />It is great for trying out new hair styles though, even for practicing hair cutting. It comes with 2 clips and rubber bands as well.",B08RD4MQT6,B08RD4MQT6,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.62E+12,0,FALSE,26 Inches Long Hair,[]
4,Practice makes perfect,"My wife has always wanted to try magnetic eyelashes, so she decided to give these a shot. They really do work! But, with these practice makes perfect.<br /><br />They come with 2 tubes of magnetic eyeliner (black), and 10 sets of eyelashes along with the application tool. When you apply the magnetic eyeliner, you have to be precise. The eyeliner is black, and will look very dark if you do too thick of a line. I would do thinner lines if possible, with about 2 layers so that the eyeliner is not overwhelming. Once the eyeliner dries, use the application tool to put the lashes on.<br /><br />It does feel a bit strange at first (if false lashes are new to you), and it may tickle around your eyes when you blink. But yes, these really work! With more practice my wife will get better at this.<br /><br />The only thing is that the magnetic eyeliner does not come off easily. You will need a good eye makeup remover to get this off as it’s waterproof!",B08DRNK7PS,B08DRNK7PS,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.60E+12,0,FALSE,"10 Pairs Reusable Magnetic Eyelashes and 2 Tubes of Magnetic Eyeliner Kit, Upgraded 3D 5D Natural Look Magnetic Fake Lashes and Liner Set - No Glue Need",[]
5,Packaged so nicely and smell lovely!,"These bath bombs are great, especially for the price. You get 18 bath bombs in the box. The box looks like a gift box, so these would make a great gift for someone special! ❤️<br /><br />The bath bombs are scented with essential oils and are very moisturizing. Each bath bomb is wrapped in tissue paper and labeled. The packaging is just amazing!<br /><br />The scents are strong, so these may not work for you if you are sensitive to strong scents. I personally think they smell wonderful!",B089R7S73D,B089R7S73D,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.60E+12,3,FALSE,"Bath Bombs, SAZEN Bath Bomb with Natural & Organic Essential Oils, Shea Coconut Butter for Skin Moisturize, Bubble Spa Bath, Birthday Mothers Day Christmas Handmade Gift Set for Women Kids Her Him",[]
5,Sweet with a little bit of spice!,"My wife really likes this perfume by Shakira! It has a nice sweet scent, with a hint of spice. It’s an incredibly sexy scent that I love too! ❤️ It doesn’t last the whole day, however if you reapply in the afternoon, it does. The bottle is beautiful too! Just looks weird with my wife grabbing Shakira’s bod and spraying. 😂 We got a good laugh out of it!",B08739QVNW,B0BTJ6SYKB,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.60E+12,0,FALSE,"Shakira Perfumes - Dance for Women - Long Lasting - Femenine, Charming and Modern Perfume - Fruity Floral Notes - Ideal for Day Wear - 1.7 Fl Oz",[]
5,The perfect set for your hair!,"This 4 piece hair set is great! My wife has wavy hair, as well as my daughter, and myself. My son has long, curly, coarse hair. This set works on all of our hair types! The largest hollowed our brush is great for blow drying. The smaller comb/brush is designed to remove tangles from curly hair, and it works well when using with detangling spray. There is a small attachment included, which hooks onto the back of the brush to keep the bristles together. You also get a wide tooth comb and a parting comb. Everything included in the set is lightweight and easy to hold. It’s a great set at an amazing price!",B087M39FJF,B087M39FJF,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.59E+12,0,FALSE,21°C 4 Pieces Detangling Brush and Hair Comb Set Knots Detangler Easy to Clean for Kinky Wavy Curly Coily Wet Dry Oil Thick Long Natural Hair(Pink),[]
5,Sanitizes without drying out hands!,"This hand sanitizer by Puretize is great. During the time of the pandemic, this is a must! It contains 70% alcohol, which is great to kill those nasty germs 🦠! It smells similar to rubbing alcohol, however it’s not too strong. I love this hand sanitizer as it doesn’t dry out my hands like others. Every family needs a bottle of this in their home!",B087D7MVHB,B087D7MVHB,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.59E+12,2,FALSE,"2-Pack Puretize 16.9 Oz Hand Sanitizing Gel w/Pump Tops - Extra Strength 70% Ethyl Alcohol - Moisturizing Formula with Aloe Vera, Vitamin E & Botanical Extracts - Quick Drying Formula",[]
4,"Easy to apply, does not irritate.","My wife has been using this product for about a week and likes it. It’s very easy to apply, just like clear liquid eyeliner. It’s good that it does not irritate my wife’s sensitive skin at all. She has tried on her lashes and has noticed a slight difference in the thickness of them. I am sure that time will bring more dramatic results. The product is a bit pricey for the amount you get though.",B082MTTFZD,B082MTTFZD,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.58E+12,1,FALSE,"Wow the Crowd Eyelash Growth Serum for Full, Luscious, Long and Thick Lashes - Natural Formula (7mL), Clinically and Dermatologist Tested - Boost and Enhance Eyelashes and Brows",[]
4,Makes your skin feel baby soft!,My wife is very happy with this facial cleanser. It’s very moisturizing and makes her skin feel baby soft after using. It barely has a scent to it and it works great on her sensitive skin.,B07NPWK167,B07NPWK167,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.58E+12,0,FALSE,"13.5 fl. Oz. Goat Milk Facial Cleanser, Moisturizing Face Wash for Women, Hydrating Natural Face Wash, Anti-aging Face Wash, Face Wash for Aging Ski",[]
5,Beautifully scented and sprays on like a mist!,My wife loves this stuff! She has been using for a few days and loves the scent! Smells a mix of rose and orange.. beautiful and very uplifting. It makes her skin feel hydrated and more firm. Very nice product!,B00TK0VV68,B00TK0VV68,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.57E+12,0,FALSE,"Embryolisse Eau de Beaute Rosamelis Face Toner, 6.76 Fl Oz",[]
5,Feels so refreshing!,These are so nice and easy to apply. You instantly feel the moisture in your skin from the moment you put them on. After taking them off you notice that it really helps with the bags! My wife has used a few times and has already noticed a difference! They are even more refreshing when cold! Just keep them in your fridge!,B07V9MKX7H,B07V9MKX7H,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1.57E+12,0,FALSE,"Eye Mask for Puffy Eyes,Under Eye Patches,Dark Circles Under Eye Treatment,Eye Masks& Puffy Eyes Treatment, Eye Mask for Dark Circles（60 PCS)",[]
5,"VERY nice, seems to be working, and a little goes a long way","Having used this for 2 months now I really am seeing a difference.  My skin has always been good, and I have taken care of it for most of my life, so I had a good place to start from, but I am beginning to see the crowsfoot lines fading, the dark shadows fading, and the general quality of skin even nicer.<br />FYI I am very fair skinned (red hair, white skin, green eyes type of Irish) so not sure how it would work on dark skin, especially African, but it doesn't feel like it's corrosive so might be OK.<br />You really only need a fingerprint's worth for each eye area, so it is going to last a long time.  In 2 months I am less than half way through the jar.",B0047V7MAY,B0047V7MAY,AFBXVB2GIANS2DHWDK3HXISL2WEA,1.50E+12,0,TRUE,"Cellex-C Age Less 15 Young Eyes Contour Gel, 0.5 Ounce",[]
5,"Truly Seamless, works well on wet and dry hair","WOW a comb that is truly smooth and seam-free, does not snag my long wavy hair, and smells nice.  Seems to work well on wet and dry hair.  It seems very sturdily made, but I am going to buy another just in case.  I just wish they made one with longer tins, as the heavy duty plastic one I had been using before had longer tines and it felt good going through my hair especially when wet.  But this is still a very nice product.",B00AXXHCLY,B00AXXHCLY,AFBXVB2GIANS2DHWDK3HXISL2WEA,1.42E+12,0,TRUE,"Long Dual Magnetic False Eyelashes, 0.2mm Ultra Thin 3D Reusable Fake Lashes, Full Size Natural Look 1 Pair 4 Pieces-173",[]
3,Pretty but very impractical,"5&#34; is way too long for my waist-length thick hair.  The spikes stick out the far side of whatever updo I have going, and make the whole thing look amateurish and unfinished.  If these came in 2.5 or 3&#34; they'd be great but they are simply too long.",B00915QNQU,B00915QNQU,AFBXVB2GIANS2DHWDK3HXISL2WEA,1.39E+12,0,FALSE,"""Cleopatra"" Fair Trade Wooden Hair Pins - Set of Four",[]
5,Very attractive!,"I thought with my short hair this would look bad, but, it's actually quite bohemian sheek!<br />Love it! It may not be for everyone, but it's for me!",B07H6G9NKG,B07H6G9NKG,AE462K7ARMFX3P7CX2QRL62RR7EA,1.55E+12,0,TRUE,LittleB Bohemia Headband Gypsy Headdress Indian Peacock Feather Headpiece for Women and Girls.,[]
5,Five Stars,As described & fast ship!,B00VUIVWA8,B00VUIVWA8,AG3HCHPHBOB4UWLVUGNEV7XQXHHA,1.44E+12,0,TRUE,DancingNail 18 Color Rolls Striping Tape Line Nail Art Decoration Sticker Hot Fashion,[]
5,great quality product,"I have been looking at the name brand wet skin shower, moisturizers and chose this because of the kind of ingredients it has and doesn't have. Reading the contents of the labels of Jergen's, Nivea, etc., I discovered many ingredients I did not want to use on my skin. I couldn't pronounce most of them, let alone use them on my body. Thank you for making this product.  Please make it in a larger size. I will be using this up quickly!",B077GJ247R,B077GJ247R,AGKPJEHR6EKZZ2CVQCOSFZOZDVCA,1.58E+12,0,FALSE,"100% Natural, Organic, Vegan Wet Skin Moisturizer for Dry Rough Bumpy Sensitive Skin: hydrate, repair, protect, heal, soften, smooth | Rebirth Whipped Body Butter by BEAUTY IN THE Raw (0.75 oz)",[]
5,works great for a reasonable price,I use this to remove eye makeup. Especially mascara. It is not oily and has no scent. It doesn't sting my eyes and takes off everything. I don't use waterproof mascara but my eyeliner and cream based shadows are along with eyebrow makeup.,B0176PV46K,B0176PV46K,AGKPJEHR6EKZZ2CVQCOSFZOZDVCA,1.57E+12,0,TRUE,"bemndful Plant-based Micellar Cleansing Water All-in-One Gentle Cleanser, Makeup Remover for All Skin Types, Alcohol Free, Cruelty Free, All Natural Ingredients (8 oz)",[]
4,These colors are great!,"I really liked this palette a lot. The colors are bold and beautiful; and a really fun change to my routine for not a lot of money. I found that colors blend out easily and last all day too. I honestly couldn't think of one bad thing to say about this set other than that my palette didn't come sealed. Cosmetic products should always be sealed in my opinion, so I had to deduct a star. But otherwise I would have to recommend it.<br />(soda can included in the photo for size reference)",B09V2MR177,B09V2MR177,AFTQN4MTJHHVFM4FEXY5KT76OY4A,1.66E+12,1,FALSE,"essence | Welcome to London Eyeshadow Palette | 12 Highly Pigmented, Matte & Metallic Blendable Shades | Vegan & Cruelty Free | Free From Oil, Fragrance, Parabens, Alcohol, & Microplastic Particles",[]
5,It's working great so far!,I have been using GrandeLash for over a year now with a lot of success. So I don't know how this product works for first time users. The only thing I can say is that this product is maintaining the outgrowth I have from using the other brand just fine. I haven't had any eye stigmas or irritaton from this serum either. I have been using it for over a month now and I like it a lot. I would have to recommend it.,B09NCJHDX3,B09NCJHDX3,AFTQN4MTJHHVFM4FEXY5KT76OY4A,1.65E+12,5,FALSE,"Osmotics Eye Lash Enhancing Serum - Eyelash & Brow Growth Serum for Fuller, Healthier and Bolder Looking Lashes - Advanced Formula Formulated with Biotin and Natural Growth Peptides for Longer, Thicker and Darker Eyelashes - Nourishes, Conditions, Strengthen, Enhance, Moisturize and Lengthen Natural Lash and Brows","['EYELASH GROWTH SERUM - A revolutionary enhancing serum that promotes the appearance of fuller, bolder-looking Lashes. Get healthier and fuller-looking lashes with Osmotics Lash Enhancer Serum. This lash-enhancing serum comes infused with biotin and peptides. The formula nourishes and conditions to promote the appearance of healthier, fuller, and more beautiful-looking lashes. Plus, this lash booster leaves lashes feeling moisturized and longer looking in just 4 weeks. The gentle full lash serum is safe to use around the eyes, just apply it 1-2x daily from root to tip of your lashes. With the included, fine-tip brush applicator, the application is quick and simple.']"
5,"Was recommended for the smell, does not disappoint","Everyone comments on the smell of this putty, and it DOES smell very nice.<br />However, that is not the reason I would buy hair products. I purchase for the shine and the hold.<br />As advertised, this is a medium shine, medium hold putty.<br />It goes in nice and thick/sticky and holds well throughout the day. It looks more natural, not like you gooped a bunch of gel in your hair. This brand is new to me, but it is performing well so far, and I would recommend giving it a try!",B08D6WBXD7,B08D6WBXD7,AFTQN4MTJHHVFM4FEXY5KT76OY4A,1.62E+12,0,FALSE,Atlas Semi Matte Texture Putty | Medium Shine | Medium Hold | Thickening | Texturizing | Defining | Styling and Grooming Product for Men and Women | For All Hair Types,[]
